Graph this data please:

frame,y
551,290.0499999999996
552,286.1999999999996
553,282.59999999999957
554,279.24999999999955
555,276.1499999999995
556,273.2999999999995
557,270.6999999999995
558,268.34999999999945
559,266.24999999999943
560,264.3999999999994
561,262.7999999999994
562,258.44999999999936
563,254.34999999999937
564,250.49999999999937
565,246.89999999999938
566,243.5499999999994
567,240.4499999999994
568,237.5999999999994
569,234.9999999999994
570,232.6499999999994
571,230.54999999999941
572,228.69999999999942
573,227.09999999999943
574,225.74999999999943
575,224.64999999999944
576,223.79999999999944
577,223.19999999999945
578,222.84999999999945
579,222.74999999999946
580,222.89999999999947
581,223.29999999999947
582,223.94999999999948
583,224.84999999999948
584,225.9999999999995
585,227.3999999999995
586,229.0499999999995
587,230.9499999999995
588,233.0999999999995
589,235.49999999999952
590,238.14999999999952
591,241.04999999999953
592,244.19999999999953
593,247.59999999999954
594,251.24999999999955
595,246.89999999999955
596,242.79999999999956
597,238.94999999999956
598,235.34999999999957
599,231.99999999999957
600,228.89999999999958
601,226.04999999999959
602,223.4499999999996
603,221.0999999999996
604,218.9999999999996
605,217.1499999999996
606,215.5499999999996
607,214.19999999999962
608,213.09999999999962
609,212.24999999999963
610,211.64999999999964
611,211.29999999999964
612,211.19999999999965
613,211.34999999999965
614,211.74999999999966
615,212.39999999999966
616,213.29999999999967
617,214.44999999999968
618,215.84999999999968
619,217.4999999999997
620,219.3999999999997
621,221.5499999999997
622,223.9499999999997
623,226.5999999999997
624,229.49999999999972
625,232.64999999999972
626,236.04999999999973
627,231.69999999999973
628,227.59999999999974
629,223.74999999999974
630,220.14999999999975
631,216.79999999999976
632,213.69999999999976
633,210.84999999999977
634,208.24999999999977
635,205.89999999999978
636,203.79999999999978
637,201.9499999999998
638,200.3499999999998
639,198.9999999999998
640,197.8999999999998
641,197.0499999999998
642,196.44999999999982
643,196.09999999999982
644,195.99999999999983
645,196.14999999999984
646,196.54999999999984
647,197.19999999999985
648,198.09999999999985
649,199.24999999999986
650,200.64999999999986
651,202.29999999999987
652,204.19999999999987
653,206.34999999999988
654,208.7499999999999
655,211.3999999999999
656,214.2999999999999
657,217.4499999999999
658,220.8499999999999
659,224.49999999999991
660,228.39999999999992
661,232.54999999999993
662,236.94999999999993
663,241.59999999999994
664,246.49999999999994
665,251.64999999999995
666,257.04999999999995
667,262.69999999999993
668,268.5999999999999
669,274.7499999999999
670,281.14999999999986
671,287.79999999999984
672,294.6999999999998
673,301.8499999999998
674,309.2499999999998
675,316.89999999999975
676,324.7999999999997
677,332.9499999999997
678,341.3499999999997
679,349.99999999999966
680,358.89999999999964
681,368.0499999999996
682,377.4499999999996
